,Artist,User,LIKE_ARTIST,Edgy,Thoughtful,Youthful,Current,Stylish,Beautiful,Fun,Authentic,Credible,Cool,Catchy,Passionate,Timeless,Original,Talented,Distinctive,Approachable,Trendsetter,Upbeat,Energetic,None of these,Sexy,Dated,Warm
27,41,19588,30.0,1,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
28,46,21508,31.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
29,41,19590,49.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
30,46,21501,30.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0
31,40,16974,44.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
32,46,21500,29.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
33,48,23045,38.0,1,0,0.0,0,1,0,0,0,1,1,0.0,1,0,0,0,1,0,0,1.0,1,0,0,0.0,0
34,46,21490,33.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
35,46,21492,27.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
36,3,864,51.0,0,1,0.0,1,1,1,0,0,1,1,0.0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0
37,40,22727,71.0,0,0,1.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,1,0.0,0
38,42,19518,11.0,1,0,0.0,0,0,0,0,0,1,1,0.0,0,0,1,0,1,0,1,0.0,0,0,0,0.0,0
39,36,13873,48.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
40,40,23184,51.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
41,42,19517,29.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
42,42,19499,46.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
43,42,19519,32.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
44,39,14386,18.0,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
45,22,9286,72.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
46,22,9282,71.0,0,1,0.0,0,0,1,0,1,0,0,0.0,1,1,0,1,1,0,0,0.0,0,0,0,0.0,0
47,40,23178,68.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,1.0,0,0,0,0.0,0
48,42,19523,36.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
49,38,13907,84.0,0,1,0.0,0,1,0,0,1,1,1,1.0,1,1,1,1,1,1,0,1.0,0,0,1,0.0,1
50,40,16918,81.0,0,0,0.0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1,0,1,0.0,0
51,43,21143,72.0,0,0,0.0,0,0,1,0,1,1,0,1.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
52,48,23023,34.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0,0.0,0,0,0,0.0,1
53,40,16939,57.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
54,40,22742,83.0,0,0,1.0,0,0,0,1,0,0,0,1.0,0,0,0,1,0,0,1,1.0,1,0,0,0.0,0
55,48,23025,31.0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0
56,48,23027,48.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
57,43,21144,65.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
58,48,23028,29.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
59,40,16914,84.0,0,0,0.0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
60,40,16920,68.0,0,0,1.0,1,1,1,0,0,0,1,1.0,0,0,0,1,1,0,1,1.0,1,0,1,0.0,0
61,48,23030,31.0,0,0,0.0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
62,42,19503,32.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
63,42,19502,28.0,0,0,1.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
64,10,16213,8.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
65,33,15847,47.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
66,43,21140,82.0,0,1,0.0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,1,0,0.0,0,0,0,0.0,0
67,11,18980,7.0,0,0,0.0,1,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0
68,40,16921,46.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
69,40,16964,61.0,1,0,0.0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
70,43,21203,30.0,0,0,0.0,0,0,1,1,0,0,0,1.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
71,3,837,69.0,1,0,0.0,0,0,1,0,1,1,0,1.0,0,0,0,0,1,1,0,0.0,1,0,0,0.0,0
72,43,21171,74.0,0,1,0.0,1,0,0,0,0,1,1,0.0,1,1,1,1,0,1,0,0.0,0,0,0,0.0,1
73,43,21170,68.0,0,1,0.0,1,1,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0.0,0,0,1,0.0,0
74,11,18971,4.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
75,43,21172,68.0,0,0,0.0,0,1,0,0,0,1,0,0.0,0,0,1,1,1,1,0,0.0,0,0,0,0.0,0
76,13,6838,15.0,0,0,0.0,0,0,1,0,1,0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,1,0.0,0
77,48,23036,49.0,0,1,0.0,1,1,1,0,0,0,1,0.0,0,0,1,1,0,0,0,0.0,0,0,0,0.0,0
78,26,11126,51.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
79,43,21191,70.0,0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
80,40,22744,71.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,1,0,0,0.0,0
81,43,21178,69.0,0,0,0.0,1,0,0,0,0,1,1,1.0,1,0,1,0,1,0,0,1.0,0,0,0,0.0,1
82,40,22745,74.0,0,0,0.0,1,0,0,0,0,0,1,1.0,0,0,0,0,1,0,0,1.0,1,0,0,0.0,0
83,33,12689,71.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
84,11,19015,26.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
85,40,17885,67.0,0,0,0.0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
86,43,21198,72.0,1,1,0.0,1,0,0,0,1,0,1,1.0,1,1,1,1,1,0,0,1.0,1,0,0,0.0,1
87,8,5054,55.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0
88,33,12690,59.0,0,0,1.0,1,1,0,1,0,0,1,1.0,0,0,0,1,1,0,1,1.0,0,0,1,0.0,0
89,6,3109,29.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
90,11,19018,30.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
91,11,19005,55.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0
92,32,12891,6.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
93,3,788,9.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
94,40,16907,58.0,0,0,0.0,1,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
95,41,20724,4.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
96,11,18715,72.0,0,0,0.0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
97,12,6260,30.0,0,0,0.0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,1
98,40,16913,51.0,0,0,0.0,1,0,0,1,0,0,0,1.0,0,0,1,0,0,1,0,1.0,1,0,0,0.0,0
99,11,19011,27.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
100,8,5045,32.0,0,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,0,0,1,0.0,1
101,11,19006,50.0,0,0,0.0,1,0,0,0,0,0,1,1.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0
102,10,5251,27.0,0,0,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
103,10,5250,35.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
104,26,11403,33.0,0,1,0.0,1,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
105,42,19500,9.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,1.0,1,0,0,1.0,0
106,40,22660,100.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
107,41,19597,38.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
108,11,19001,29.0,0,0,1.0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1,0,0,0.0,0
109,46,21404,29.0,0,0,0.0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
110,11,19002,30.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
111,11,18998,40.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
112,11,19122,71.0,0,0,0.0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
113,33,12685,3.0,0,1,0.0,1,1,0,0,0,0,0,0.0,0,0,0,1,1,0,1,0.0,1,0,0,0.0,0
114,11,19000,52.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
115,46,21417,27.0,0,0,0.0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1
116,46,21408,53.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
117,1,149,46.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
118,46,21424,26.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
119,46,21413,23.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
120,11,19133,66.0,0,0,1.0,1,0,0,1,0,0,1,0.0,0,0,0,0,0,0,0,1.0,1,0,0,0.0,0
121,46,21410,41.0,0,1,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
122,11,18997,49.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
123,11,18999,27.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
124,11,19120,57.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1.0,0,0,0,0.0,0
125,36,13829,51.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
126,6,2286,33.0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
127,6,2293,29.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0,0.0,0,0,0,0.0,0
128,13,6885,76.0,0,0,0.0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1,0,0,0.0,0
129,13,6922,19.0,0,0,0.0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1,0,0,0.0,0
130,41,19639,67.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
131,6,2283,28.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
132,40,22755,22.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
133,46,21428,32.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
134,46,21431,28.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
135,41,19653,48.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
136,41,20770,32.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
137,40,16902,49.0,0,0,0.0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1,0,0,0.0,0
138,28,11667,26.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
139,3,939,81.0,0,0,1.0,1,1,1,0,1,1,1,1.0,0,0,1,1,1,0,1,1.0,0,0,0,0.0,0
140,41,19651,51.0,0,0,0.0,0,0,0,0,1,1,0,1.0,0,0,1,1,0,0,0,0.0,0,0,0,0.0,0
141,40,16898,70.0,1,0,1.0,0,0,0,0,0,1,0,1.0,0,0,0,1,0,0,0,1.0,1,0,0,0.0,0
142,4,17307,70.0,0,0,1.0,0,0,0,0,1,0,1,1.0,0,0,1,1,1,0,1,0.0,1,0,0,0.0,0
143,11,19117,70.0,0,0,0.0,1,1,1,0,1,0,0,0.0,0,0,1,1,0,0,0,0.0,0,0,0,0.0,0
144,46,21439,31.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
145,46,21441,31.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
146,46,21425,45.0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,1,0.0,0
147,28,11679,49.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
148,41,20776,48.0,1,0,0.0,1,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
149,41,20775,49.0,1,0,0.0,0,0,0,0,1,0,0,1.0,0,0,1,0,1,0,0,0.0,0,0,0,0.0,0
150,41,20780,51.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0
151,46,21453,30.0,0,0,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
152,41,19647,11.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
153,46,21455,14.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1
154,40,22761,70.0,0,0,0.0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1.0,0,0,1,0.0,1
155,40,23163,20.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
156,41,19643,38.0,1,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
157,2,187,51.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
158,41,19623,63.0,0,0,0.0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
159,41,19613,87.0,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1,1,0,1,0,1,1.0,1,0,0,0.0,0
160,46,21460,26.0,0,1,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0
161,46,21458,26.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
162,22,9325,84.0,1,0,0.0,0,0,0,0,1,0,1,0.0,1,1,1,1,1,0,0,0.0,0,0,0,0.0,0
163,41,20766,68.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0
164,41,20704,46.0,1,0,0.0,0,0,0,0,0,1,0,1.0,1,0,0,0,1,0,0,0.0,0,0,0,1.0,0
165,41,20705,51.0,1,0,0.0,1,1,0,0,1,1,1,1.0,0,1,1,1,1,0,0,0.0,1,0,0,0.0,0
166,41,20709,50.0,1,0,0.0,0,0,0,0,0,0,0,1.0,0,1,0,0,1,0,0,1.0,0,0,0,0.0,0
167,41,20718,50.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
168,6,2251,29.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,1,0,0.0,0,0,0,0.0,1
169,41,20722,52.0,1,0,0.0,0,0,0,0,1,0,1,1.0,1,1,1,1,1,0,1,0.0,1,0,0,0.0,0
170,14,13493,45.0,0,0,0.0,0,1,1,0,0,1,0,1.0,1,0,0,1,0,1,0,1.0,0,0,0,0.0,0
171,25,10743,74.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
172,6,2250,33.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
173,41,20717,48.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0
174,40,22771,70.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
175,41,20708,55.0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
176,6,2253,30.0,0,0,0.0,0,1,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0
177,41,20720,50.0,0,0,0.0,0,1,0,0,1,0,1,1.0,0,0,1,1,1,1,0,0.0,0,0,0,1.0,0
178,6,2249,51.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
179,43,21228,70.0,0,1,0.0,0,0,1,0,1,0,0,0.0,1,1,0,0,1,0,0,0.0,0,0,0,0.0,0
180,9,4423,29.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
181,6,2252,49.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0
182,40,23095,9.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
183,14,13469,49.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
184,6,2266,29.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
185,6,2256,48.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
186,41,20752,48.0,0,0,0.0,0,0,0,1,0,1,1,1.0,1,0,0,1,0,0,0,0.0,0,0,0,0.0,0
187,41,20753,44.0,1,0,0.0,0,0,0,0,0,0,1,0.0,0,0,1,0,1,0,0,0.0,0,0,0,0.0,0
188,40,16884,63.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,1
189,6,2271,28.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
190,13,6884,72.0,1,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,1,1.0,1,0,0,0.0,0
191,14,13473,53.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
192,41,20750,57.0,1,0,0.0,0,0,0,0,0,0,0,1.0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0
193,6,2275,30.0,0,1,0.0,1,1,0,1,0,1,0,1.0,0,1,1,0,1,1,0,0.0,0,0,0,0.0,1
194,41,20760,49.0,0,0,0.0,0,1,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
195,41,20764,44.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
196,23,9823,63.0,0,1,0.0,0,1,1,1,0,1,1,1.0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,1
197,11,18986,34.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
198,41,20756,72.0,0,0,0.0,1,0,1,0,1,0,1,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0.0,0
199,11,18987,32.0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
200,41,20759,68.0,0,1,0.0,0,1,0,0,1,0,1,0.0,0,1,1,1,1,0,1,1.0,1,0,0,0.0,0
201,16,8770,13.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
202,14,13499,48.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0,0.0,0,0,0,0.0,0
203,14,13494,68.0,0,1,0.0,0,0,0,0,0,1,0,1.0,1,0,0,1,0,0,0,0.0,0,0,0,0.0,0
204,48,23051,29.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1
